LSOA11,PROCODE3,EVENT_COUNT
E01016651,RHW,2464
E01005996,RMP,2464
E01009617,RKB,2464
E01019858,RJF,2464
E01032653,RPA,2464
E01031255,RJC,2464
E01022165,RTE,2464
E01011527,RR8,2464
E01024836,RWF,2464
E01000385,RJZ,2464
E01030955,RTK,2464
E01016734,RD8,2464
E01018034,RGT,2464
E01005517,RW6,2464
E01004824,RMC,2464
E01012185,RTR,2464
E01019830,RFS,2463
E01008553,RTF,2463
E01021113,RXC,2463
E01008957,RRK,2463
E01028790,RTH,2463
E01033634,RRK,2463
E01028014,RP5,2463
E01020901,RXP,2463
E01007003,REM,2463
E01010869,RAE,2463
E01030860,RTP,2463
E01018940,REF,2463
E01028849,RXW,2463
E01021565,RQ8,2463
E01011129,RXF,2463
E01024351,RWF,2463
E01007569,RP5,2463
E01023787,RWH,2462
E01022256,RTE,2462
E01020968,RXC,2462
E01002021,RKE,2462
E01033102,RWE,2462
E01026193,RWD,2462
E01016563,RDU,2462
E01003761,R1H,2462
E01028357,RX1,2462
E01022831,RHU,2462
E01020542,RA4,2462
E01017859,RXQ,2462
E01015889,RAJ,2462
E01024391,RWF,2462
E01006320,RRF,2461
E01026721,RCX,2461
E01024927,RXN,2461
E01033641,RRK,2461
E01018461,RBT,2461
E01024219,RVV,2461
E01025068,RXR,2461
E01020904,RXP,2461
E01010744,RAE,2461
E01031974,RNZ,2461
E01018723,RJR,2461
E01003143,RJ7,2461
E01029019,RBA,2461
E01026481,RM1,2461
E01000609,R1K,2460
E01001513,RAP,2460
E01007512,RP5,2460
E01004489,RJ7,2460
E01021255,RDD,2460
E01015636,RGN,2460
E01012013,RTR,2460
E01003844,RQM,2460
E01010035,RXK,2460
E01028411,RX1,2460
E01021013,RXC,2460
E01004544,RJ7,2459
E01011096,RWY,2459
E01026942,RM1,2459
E01028883,RXW,2459
E01012621,RXR,2459
E01007218,RBL,2459
E01001150,RJ6,2459
E01007688,RFR,2459
E01023137,RDU,2459
E01003226,RJ2,2459
E01011174,RWY,2458
E01014388,RD1,2458
E01007335,RFF,2458
E01010204,RR1,2458
E01019250,RNL,2458
E01021599,RQ8,2458
E01020543,RA4,2458
E01026717,RCX,2458
E01012864,RWA,2458
E01011610,RR8,2458
E01022783,RHU,2458
E01014108,RXW,2458
E01031563,RTP,2458
E01023207,RHM,2458
E01017272,RHM,2458
E01021793,RQW,2458
E01017726,RXQ,2458
E01025867,RWE,2457
E01024765,RWF,2457
E01011930,RXF,2457
E01005725,RM3,2457
E01014675,RVJ,2457
E01025217,RXR,2457
E01001605,RJ2,2457
E01002396,RAS,2457
E01026946,RM1,2457
E01014483,RD1,2457
E01010988,RWY,2457
E01027398,RTF,2457
E01022104,RTE,2457
E01001772,RQX,2457
E01011574,RR8,2456
E01014170,RXW,2456
E01000875,RAL,2456
E01017483,RC1,2456
E01007760,RFR,2456
E01029496,RJF,2456
E01031417,RYR,2456
E01025823,RWE,2456
E01025708,RWE,2456
E01016589,RDU,2456
E01006656,REM,2456
E01016677,RHW,2456
E01024115,RVV,2456
E01019215,RNL,2456
E01010824,RAE,2456
E01025334,RXR,2456
E01032418,RWP,2456
E01028159,RX1,2456
E01001590,RJ2,2456
E01008647,RE9,2456
E01011044,RWY,2456
E01033657,R0A,2456
E01001695,RJ2,2456
E01024495,RVV,2456
E01032243,RWP,2455
E01033088,RWF,2455
E01031907,RD1,2455
E01008050,RHQ,2455
E01017060,RHU,2455
E01016315,RHW,2455
E01013248,RJL,2455
E01017191,RHM,2455
E01028078,RX1,2455
E01017794,RXQ,2455
E01023023,RNZ,2455
E01033704,RQX,2455
E01008870,RLN,2454
E01024110,RVV,2454
E01004792,RMC,2454
E01017298,R1F,2454
E01021477,RAJ,2454
E01026513,RM1,2454
E01014828,RA3,2454
E01016966,RXH,2454
E01004676,RYJ,2454
E01010799,RAE,2454
E01030812,RTP,2453
E01022610,RHU,2453
E01006326,RRF,2453
E01007804,RFR,2453
E01003815,RAX,2453
E01023830,RWG,2453
E01016203,RDU,2453
E01004439,R1H,2453
E01018731,RBT,2453
E01017454,RC1,2453
E01023828,RWG,2453
E01003654,R1H,2453
E01012124,RTR,2453
E01014792,RVJ,2453
E01014835,RA3,2453
E01021021,RXC,2453
E01025710,RWE,2453
E01009113,RRK,2452
E01004007,RJZ,2452
E01004373,R1H,2452
E01022653,RHM,2452
E01007281,RBL,2452
E01001746,RQX,2452
E01027166,RNS,2452
E01020074,RBA,2452
E01019084,RNL,2452
E01028190,RX1,2452
E01026475,RGR,2452
E01001999,RKE,2452
E01001690,RJ2,2452
E01029334,RBA,2452
E01020474,RD3,2452
E01031433,RYR,2452
E01008953,RRK,2452
E01004510,RJ7,2452
E01019818,RFS,2452
E01031606,RTP,2451
E01011143,RXF,2451
E01023858,RWG,2451
E01025072,RXR,2451
E01013576,RTG,2451
E01026574,RM1,2451
E01012513,RWW,2451
E01016368,RHW,2451
E01002029,RAP,2451
E01001222,RYJ,2451
E01016152,RPA,2451
E01030897,RDU,2451
E01015747,RC9,2450
E01026670,RCX,2450
E01007735,RFR,2450
E01015928,RDD,2450
E01014925,RVJ,2450
E01027639,RCD,2450
E01016153,RPA,2450
E01001551,RAL,2450
E01002104,RAP,2450
E01009519,RR1,2450
E01013029,RWA,2450
E01022839,RHU,2449
E01013284,RJL,2449
E01015040,RK9,2449
E01009648,RKB,2449
E01017264,RHM,2449
E01006969,RVY,2449
E01007201,RBL,2449
E01031336,RJC,2449
E01029952,RGR,2449
E01015543,RN3,2449
E01023234,RHU,2449
E01026976,RNQ,2449
E01030234,RGP,2449
E01020480,RD3,2449
E01015826,RAJ,2449
E01027304,RTH,2448
E01031065,RLT,2448
E01032381,RWP,2448
E01019623,RFS,2448
E01006933,RVY,2448
E01012098,RTR,2448
E01001058,RJ6,2448
E01004715,RRV,2448
E01030938,RA2,2448
E01021408,RDE,2448
E01024786,RWF,2448
E01018284,RGT,2448
E01006298,RRF,2448
E01023651,RWH,2448
E01028080,RX1,2448
E01023164,RHM,2448
E01015259,RA9,2448
E01012036,RTR,2448
E01030687,RTK,2447
E01028112,RX1,2447
E01006538,RQ6,2447
E01033185,RTR,2447
E01008531,RTD,2447
E01017904,RXQ,2447
E01001524,RAL,2447
E01024061,RVV,2447
E01025947,RJF,2447
E01016180,RDU,2447
E01009280,RRK,2447
E01021513,RAJ,2447
E01016943,RXH,2447
E01012865,RWA,2447
E01009456,RR1,2447
E01032121,RD1,2447
E01032947,RTH,2447
E01025781,RWE,2447
E01008843,RLN,2446
E01002624,RQM,2446
E01006939,REM,2446
E01015133,RK9,2446
E01011246,RXF,2446
E01003067,RJZ,2446
E01025527,RVY,2446
E01012149,RTR,2446
E01023854,RWG,2446
E01024401,RWF,2446
E01026166,RWD,2446
E01032229,RWP,2446
E01017106,RHU,2446
E01019428,RTG,2446
E01017203,RHM,2445
E01016391,RHW,2445
E01002849,RQM,2445
E01008549,RTF,2445
E01022616,RHU,2445
E01029219,RBA,2445
E01017339,R1F,2445
E01028074,RX1,2445
E01026953,RNQ,2445
E01007585,RP5,2445
E01019174,RTX,2445
E01018246,RGT,2445
E01002449,RAS,2445
E01020525,RBD,2445
E01017810,RDU,2445
E01010314,RBK,2445
E01022744,RHU,2445
E01007100,REM,2445
E01016623,RHW,2445
E01016195,RDU,2445
E01012959,RWA,2445
E01022959,RHU,2445
E01019418,RTG,2444
E01024309,RN7,2444
E01000702,RJZ,2444
E01018460,RBT,2444
E01004539,RJ7,2444
E01013142,RJL,2444
E01029644,RL4,2444
E01005163,RW6,2444
E01005029,RW6,2444
E01017291,R1F,2444
E01029517,RJF,2444
E01014139,RXW,2443
E01025048,RXR,2443
E01010814,RAE,2443
E01003824,RAX,2443
E01018558,RJR,2443
E01000907,RKE,2443
E01003701,RF4,2443
E01032792,RGT,2443
E01022031,RDE,2443
E01001615,RJ2,2443
E01016438,RHW,2443
E01014318,RJE,2443
E01030224,RGP,2443
E01013044,RWA,2443
E01011390,RR8,2443
E01008860,RLN,2443
E01011010,RWY,2442
E01014846,RA3,2442
E01028355,RX1,2442
E01030279,RGP,2442
E01033669,R0A,2442
E01023770,RWH,2442
E01026431,RM1,2442
E01020267,RA9,2442
E01017212,RHM,2442
E01016537,RDU,2442
E01014306,RJE,2442
E01002583,RQM,2442
E01016808,RD8,2442
E01005169,R0A,2442
E01011511,RR8,2441
E01025779,RWE,2441
E01019039,REF,2441
E01025482,RVY,2441
E01013937,RX1,2441
E01011216,RXF,2441
E01024968,RXN,2441
E01009973,RXK,2441
E01024912,RXR,2441
E01031639,RTP,2441
E01026044,RWD,2441
E01015368,RDZ,2441
E01027045,RNQ,2441
E01007653,RP5,2440
E01014504,RA7,2440
E01015744,RC9,2440
E01009255,RRK,2440
E01013110,RWA,2440
E01023870,RWG,2440
E01017600,RC9,2440
E01033746,RJ2,2440
E01012501,RWW,2440
E01019820,RFS,2440
E01024365,RWF,2440
E01032970,RNQ,2440
E01018482,RBT,2440
E01023477,RWH,2440
E01027151,RNS,2440
E01026937,RM1,2440
E01008910,RXK,2440
E01015144,RK9,2440
E01004338,R1H,2440
E01004379,R1H,2440
E01017724,RXQ,2440
E01024279,RN7,2440
E01021493,RAJ,2440
E01009132,RR1,2440
E01016917,RXH,2440
E01032744,R1K,2440
E01012110,RTR,2440
E01012844,RWA,2440
E01024201,RVV,2439
E01011707,RCD,2439
E01017455,RC1,2439
E01021072,RXC,2439
E01029089,RA3,2439
E01020955,RXC,2439
E01005097,R0A,2439
E01025795,RWE,2439
E01011959,RVW,2439
E01032813,RVV,2439
E01007113,RBL,2439
E01010497,RL4,2439
E01021836,RQW,2439
E01032025,RNZ,2439
E01019282,RNL,2439
E01014399,RD1,2439
E01005800,RWJ,2439
E01019107,RNL,2438
E01025768,RWE,2438
E01023842,RWG,2438
E01025145,RTX,2438
E01030569,RTP,2438
E01017790,RXQ,2438
E01016781,RD8,2438
E01031548,RTP,2438
E01011836,RXF,2437
E01028817,RTH,2437
E01020890,RXP,2437
E01011711,RCD,2437
E01024818,RWF,2437
E01015429,RD3,2437
E01018024,RGT,2437
E01013011,RWA,2437
E01025844,RWE,2437
E01001886,RYJ,2437
E01003765,R1H,2437
E01021116,RXC,2437
E01023337,RAL,2437
E01011304,RR8,2436
E01001912,RYJ,2436
E01021998,RDE,2436
E01026177,RWD,2436
E01020825,RXP,2436
E01003313,RJ2,2436
E01021157,RWF,2436
E01027963,RK5,2436
E01010721,RCF,2436
E01021517,RAJ,2436
E01021591,RQ8,2436
E01011006,RWY,2436
E01032174,RWP,2436
E01028198,RK5,2436
E01020206,RA9,2436
E01025416,RXN,2436
E01023555,RWG,2436
E01014347,RJE,2436
E01024008,RVV,2436
E01024697,RVV,2436
E01016170,RPA,2436
E01003458,RJ7,2435
E01022313,RTE,2435
E01010156,RR1,2435
E01011875,RXF,2435
E01017400,RC1,2435
E01030956,RTK,2435
E01028376,RX1,2435
E01007707,RFR,2435
E01009111,RRK,2435
E01011904,RXF,2435
E01032532,RKB,2435
E01022703,RHM,2435
E01014607,RA7,2435
E01021726,RDE,2435
E01018634,RJN,2435
E01003062,RJZ,2435
E01024650,RVV,2435
E01009959,RNA,2434
E01032123,RWP,2434
E01028196,RX1,2434
E01005626,RM3,2434
E01009451,RR1,2434
E01002621,RQM,2434
E01022138,RTE,2434
E01013779,RWE,2434
E01020599,RXP,2434
E01024087,RVV,2434
E01017743,RXQ,2434
E01014468,RD1,2434
E01029774,RJE,2434
E01003209,RJ2,2434
E01023596,RWH,2434
E01018306,RGT,2434
E01028482,RTH,2433
E01005876,RWJ,2433
E01025211,RXR,2433
E01032712,RN3,2433
E01032572,RYJ,2433
E01025690,RWE,2433
E01009971,RXK,2433
E01017921,RXQ,2433
E01014104,RXW,2433
E01016614,RHW,2433
E01019015,REF,2433
E01010928,RWY,2433
E01015122,RK9,2433
E01005828,RWJ,2433
E01020506,RBD,2433
E01016401,RHW,2433
E01019601,RFS,2433
E01006539,RQ6,2433
E01021501,RAJ,2433
E01031041,RR1,2433
E01014258,RJE,2433
E01021875,RQ8,2433
E01002030,RKE,2432
E01001310,R1K,2432
E01031218,RJC,2432
E01011001,RWY,2432
E01015036,RK9,2432
E01002150,R1K,2432
E01023718,RWG,2432
E01007260,RBL,2432
E01026215,RWD,2432
E01022211,RTE,2432
E01005612,RM3,2432
E01013010,RWA,2432
E01020952,RXC,2432
E01005554,RW6,2432
E01002586,RQM,2432
E01019218,RNL,2432
E01015441,RD3,2432
E01024074,RVV,2431
E01032042,RNZ,2431
E01026040,RWD,2431
E01030284,RGP,2431
E01022324,RTE,2431
E01005328,RW6,2431
E01017862,RXQ,2431
E01026958,RNQ,2431
E01014248,RJE,2431
E01031619,RTP,2431
E01009131,RR1,2431
E01022111,RTE,2431
E01013264,RJL,2431
E01005822,RWJ,2431
E01033194,RC1,2431
E01007197,RBL,2431
E01027029,RTH,2431
E01024364,RWF,2431
E01029061,RBA,2430
E01011052,RXF,2430
E01003789,R1H,2430
E01014407,RD1,2430
E01027427,RTF,2430
E01012830,RWA,2430
E01017698,RXQ,2430
E01026745,RM1,2430
E01016533,RDU,2430
E01009172,RRK,2430
E01002123,RAL,2430
E01005618,RM3,2429
E01027717,RCD,2429
E01004207,R1H,2429
E01032500,RR8,2429
E01024835,RWF,2429
E01007189,RBL,2429
E01025933,RWE,2429
E01012538,RWW,2429
E01003335,RJ2,2429
E01010728,RCF,2429
E01003202,RJ2,2429
E01032250,RWP,2429
E01017046,RHU,2429
E01001593,RJ2,2429
E01000057,RF4,2429
E01014735,RA7,2429
E01032646,RJ1,2429
E01020049,RH8,2429
E01019243,RNL,2429
E01026108,RWD,2429
E01001350,RYJ,2428
E01021409,RDE,2428
E01021961,RAJ,2428
E01022590,RHU,2428
E01020204,RA9,2428
E01003513,R1H,2428
E01026507,RM1,2428
E01002910,RQM,2428
E01022305,RTE,2428
E01001880,RQM,2428
E01011234,RWY,2428
E01023397,RWG,2428
E01011397,RR8,2428
E01007351,RFF,2427
E01012839,RWA,2427
E01025494,RVY,2427
E01024528,RVV,2427
E01007039,REM,2427
E01027067,RNQ,2427
E01022238,RTE,2427
E01023733,RWG,2427
E01011525,RR8,2427
E01017249,RHM,2427
E01002127,R1K,2427
E01029204,RA4,2427
E01033741,RJ2,2427
E01008856,RLN,2427
E01008501,RTD,2427
E01019723,RWJ,2427
E01013322,RJL,2427
E01025871,RWE,2427
E01004913,RMC,2427
E01003314,RJ2,2427
E01015096,RK9,2427
E01011603,RR8,2426
E01015881,RAJ,2426
E01021114,RXC,2426
E01009594,RKB,2426
E01002764,RKE,2426
E01028969,RXW,2426
E01005562,RW6,2426
E01020290,RBZ,2426
E01000524,RYJ,2426
E01020458,RBD,2426
E01000024,RF4,2425
E01004466,R1H,2425
E01018730,RBT,2425
E01020621,RXP,2425
E01015142,RK9,2425
E01028544,RTH,2425
E01020172,RK9,2425
E01001198,RYJ,2425
E01015305,RDZ,2425
E01027162,RNS,2425
E01005522,RW6,2425
E01031590,RTP,2425
E01027697,RCD,2425
E01024860,RXR,2425
E01018085,RGN,2425
E01020729,RXP,2425
E01010791,RAE,2424
E01017222,RHM,2424
E01026700,RCX,2424
E01004229,R1H,2424
E01031717,RXH,2424
E01019846,RJF,2424
E01024779,RWF,2424
E01031579,RTP,2424
E01007146,RBL,2424
E01013627,RWE,2424
E01028137,RX1,2424
E01009428,RR1,2424
E01013018,RWA,2424
E01027390,RTF,2424
E01005524,RW6,2424
E01005814,RWJ,2424
E01017294,R1F,2424
E01003095,RJ1,2423
E01013983,RX1,2423
E01011084,RWY,2423
E01005576,RW6,2423
E01025018,RXL,2423
E01009683,RKB,2423
E01027199,RNS,2423
E01024123,RVV,2422
E01011327,RR8,2422
E01004863,RMC,2422
E01017793,RXQ,2422
E01007498,RP5,2422
E01015201,RA9,2422
E01014433,RD1,2422
E01005637,RM3,2422
E01025231,RXN,2422
E01026476,RGR,2422
E01008487,RTF,2422
E01027643,RCD,2422
E01032241,RWP,2422
E01010910,RWY,2422
E01018562,RJR,2422
E01010830,RAE,2422
E01005273,R0A,2422
E01001610,RJ2,2422
E01002433,RAS,2422
E01000943,RRV,2422
E01001885,RYJ,2422
E01012786,RWA,2422
E01011743,RXF,2422
E01010763,RAE,2422
E01002131,R1K,2421
E01026511,RM1,2421
E01026775,RM1,2421
E01013032,RWA,2421
E01016387,RHW,2421
E01003733,RF4,2421
E01007236,RBL,2421
E01010618,RAE,2421
E01025065,RXR,2421
E01026134,RWD,2421
E01033173,RGN,2421
E01003659,R1H,2421
E01017476,RC1,2420
E01018042,RGT,2420
E01002560,RQM,2420
E01028644,RHW,2420
E01024644,RVV,2420
E01016443,RHW,2420
E01031068,RLT,2420
E01016092,RPA,2420
E01031624,RYR,2420
E01021090,RXC,2420
E01032683,RJL,2420
E01003228,RJ2,2419
E01000044,RF4,2419
E01026815,RM1,2419
E01025187,RXR,2419
E01011636,RR8,2419
E01016970,RXH,2419
E01003336,RJ2,2419
E01007342,RFF,2419
E01004542,RJ7,2419
E01021322,RDD,2419
E01014187,RXW,2419
E01012915,RWA,2419
E01027041,RNQ,2419
E01029925,RGR,2419
E01016823,RD8,2419
E01032197,RWP,2419
E01013327,RJL,2419
E01004790,RMC,2419
E01013221,RJL,2419
E01030855,RTP,2419
E01009705,RKB,2419
E01027652,RCD,2419
E01023231,RHU,2418
E01013096,RWA,2418
E01013329,RJL,2418
E01007602,RP5,2418
E01015465,RD3,2418
E01026920,RM1,2418
E01028942,RXW,2418
E01001801,RQX,2418
E01004425,R1H,2418
E01028189,RX1,2418
E01028160,RX1,2418
E01016384,RHW,2418
E01023642,RWH,2418
E01024404,RWF,2418
E01032080,RD1,2418
E01023396,RWG,2418
E01029655,RJE,2418
E01016759,RD8,2418
E01015321,RDZ,2418
E01006942,REM,2418
E01011385,RR8,2417
E01022514,RN5,2417
E01029646,RL4,2417
E01003058,RJ1,2417
E01022117,RTE,2417
E01031930,RD1,2417
E01008529,RTF,2417
E01032745,RHM,2417
E01012551,RWW,2417
E01014723,RA7,2417
E01010981,RWY,2417
E01011452,RR8,2417
E01020414,RDZ,2417
E01007480,RP5,2417
E01023082,RHM,2417
E01022947,RHU,2417
E01022101,RTE,2416
E01009962,RXK,2416
E01019238,RNL,2416
E01007591,RP5,2416
E01013108,RWA,2416
E01017490,RC1,2416
E01009427,RR1,2416
E01004776,RMC,2415
E01025251,RXN,2415
E01010690,RAE,2415
E01001019,RJ6,2415
E01033311,RWH,2415
E01007683,RFR,2415
E01011798,RXF,2415
E01018142,RGN,2415
E01027415,RTF,2415
E01022920,RHU,2415
E01011478,RR8,2415
E01013088,RWA,2415
E01014493,RVJ,2415
E01021660,RDE,2415
E01011422,RR8,2414
E01009633,RKB,2414
E01007730,RFR,2414
E01028707,RTH,2414
E01018786,RK9,2414
E01007474,RP5,2414
E01021295,RDD,2414
E01029571,RJE,2413
E01009250,RRK,2413
E01026038,RWD,2413
E01031691,RTP,2413
E01005741,RM3,2413
E01004054,RJ1,2413
E01002634,RQM,2413
E01011170,RWY,2413
E01014453,RD1,2413
E01024084,RVV,2413
E01017270,RHM,2413
E01015890,RAJ,2413
E01019411,RTG,2413
E01003333,RJ2,2413
E01020652,RXP,2413
E01020221,RA9,2412
E01000785,RJZ,2412
E01026627,RGP,2412
E01005832,RWJ,2412
E01031064,RLT,2412
E01019610,RFS,2412
E01020194,RA9,2412
E01022492,RN5,2412
E01016023,RPA,2412
E01020937,RXC,2412
E01027777,RCB,2412
E01010390,RR1,2412
E01019188,RNL,2412
E01005781,RWJ,2412
E01015637,RGN,2411
E01007587,RP5,2411
E01007319,RFF,2411
E01007759,RFR,2411
E01013261,RJL,2411
E01000806,RJZ,2411
E01027472,RTD,2411
E01016481,RDU,2411
E01031755,RXH,2411
E01017769,RXQ,2411
E01018469,RBT,2411
E01004835,RMC,2411
E01031055,RLT,2411
E01022737,RHU,2411
E01031543,RYR,2411
E01023670,RWG,2411
E01014908,RVJ,2411
E01012774,RWA,2410
E01028203,RX1,2410
E01018688,RJR,2410
E01019066,REF,2410
E01022495,RN5,2410
E01025156,RTX,2410
E01000922,RRV,2410
E01000745,RJZ,2410
E01032511,REM,2410
E01014579,RA7,2410
E01032616,RHU,2410
E01026159,RWD,2410
E01003725,RF4,2410
E01032021,RNZ,2410
E01032811,RVV,2410
E01003644,RF4,2409
E01030277,RGP,2409
E01017475,RC1,2409
E01021276,RDD,2409
E01029399,RL4,2409
E01030380,RVR,2409
E01033145,RQ8,2409
E01030356,RTK,2409
E01005185,R0A,2409
E01006009,RMP,2409
E01031571,RTP,2409
E01011605,RR8,2409
E01024231,RVV,2409
E01013790,RGN,2409
E01007224,RBL,2409
E01025918,RJF,2409
E01027481,RTD,2408
E01014969,RVJ,2408
E01013656,RWE,2408
E01021673,RDE,2408
E01004362,R1H,2408
E01004393,R1H,2408
E01001075,RJ6,2408
E01003814,RAX,2408
E01010876,RWY,2408
E01028443,RTH,2408
E01009401,RR1,2408
E01027702,RCD,2408
E01022958,RHU,2408
E01024871,RXR,2408
E01022906,RHU,2408
E01020251,RA9,2408
E01023392,RWG,2408
E01001498,RAP,2407
E01003091,RJ1,2407
E01030990,RTK,2407
E01005435,RW6,2407
E01010665,RAE,2407
E01000591,R1K,2407
E01019684,RTG,2407
E01014177,RXW,2407
E01020209,RA9,2407
E01001567,RAL,2407
E01006029,RMP,2407
E01003970,RJ1,2407
E01013296,RJL,2407
E01025290,RXN,2407
E01006203,R0A,2407
E01004591,RJ7,2407
E01024394,RWF,2406
E01024631,RPA,2406
E01027095,RNQ,2406
E01002795,RRV,2406
E01006809,RBN,2406
E01014593,RA7,2406
E01026313,RWD,2406
E01029109,RBA,2406
E01010743,RAE,2406
E01027920,RCB,2406
E01029096,RBA,2406
E01021835,RQW,2406
E01026634,RGP,2405
E01026504,RM1,2405
E01014573,RVJ,2405
E01001021,RJ6,2405
E01030911,RA2,2405
E01014904,RVJ,2405
E01027607,RTR,2405
E01015022,RVJ,2405
E01015026,RK9,2405
E01013189,RJL,2405
E01003445,RAX,2405
E01025935,RWE,2405
E01000487,R1K,2405
E01019408,RTG,2405
E01025093,RTX,2405
E01026308,RWD,2404
E01021039,RXH,2404
E01013715,RWE,2404
E01005574,RW6,2404
E01031026,RLT,2404
E01013615,RWE,2404
E01026935,RM1,2404
E01022916,RHU,2404
E01001609,RJ2,2404
E01006542,RQ6,2404
E01018819,REF,2404
E01020995,RXC,2404
E01011651,RR8,2404
E01013321,RJL,2404
E01010900,RWY,2404
E01007690,RFR,2403
E01015242,RA9,2403
E01009244,RXK,2403
E01026673,RCX,2403
E01004831,RMC,2403
E01006727,RQ6,2403
E01029288,RBA,2403
E01024055,RVV,2403
E01027004,RTH,2403
E01008960,RRK,2403
E01033676,RW6,2403
E01018570,RJR,2403
E01032472,RWP,2403
E01031092,RLT,2403
E01004815,RMC,2403
E01023802,RWG,2403
E01017950,RGT,2403
E01028600,RTH,2402
E01006345,RRF,2402
E01015006,RVJ,2402
E01028402,RX1,2402
E01007052,REM,2402
E01029191,RA4,2402
E01033687,RW6,2402
E01004577,RQM,2402
E01023310,RAL,2402
E01002491,RAS,2402
E01010933,RWY,2402
E01020965,RXC,2402
E01029222,RBA,2402
E01021950,RAJ,2402
E01008911,RXK,2402
E01013575,RTG,2402
E01026840,RM1,2401
E01002390,RF4,2401
E01021613,RQ8,2401
E01012324,RXP,2401
E01029950,RGR,2401
E01024882,RXR,2401
E01005520,RW6,2401
E01004412,R1H,2401
E01019427,RTG,2401
E01017089,RHU,2401
E01019432,RTG,2401
E01003177,RJZ,2401
E01005693,RM3,2401
E01008488,RTF,2401
E01005434,RW6,2401
E01015957,RDD,2401
E01014514,RVJ,2401
E01030478,RA2,2401
E01016901,RXH,2401
E01001871,RYJ,2401
E01005526,RW6,2400
E01028607,RTH,2400
E01003997,RJ1,2400
E01000906,RAL,2400
E01013278,RJL,2400
E01024827,RWF,2400
E01005429,RW6,2400
E01030940,RA2,2400
E01025843,RWE,2400
E01004661,RYJ,2400
E01013008,RWA,2399
E01017321,R1F,2399
E01025820,RWE,2399
E01033036,RCX,2399
E01020588,RBD,2399
E01028110,RX1,2399
E01013508,RTG,2399
E01024768,RWF,2399
E01001873,RYJ,2399
E01005654,RM3,2399
E01031998,RNZ,2399
E01016689,RHW,2399
E01018781,RK9,2399
E01001073,RJ6,2399
E01025560,RTX,2399
E01002493,RAS,2399
E01025903,RWE,2399
E01019686,RTG,2398
E01026630,RGP,2398
E01015447,RD3,2398
E01025599,RXL,2398
E01015292,RDZ,2398
E01002073,RAP,2398
E01027647,RCD,2398
E01025486,RVY,2398
E01003132,RJZ,2398
E01028453,RTH,2398
E01027086,RNQ,2398
E01032216,RWP,2398
E01022585,RA2,2398
E01022444,RTE,2398
E01009556,RKB,2398
E01012371,RWW,2398
E01008535,RTD,2398
E01030496,RA2,2398
E01029034,RD1,2398
E01013803,RWE,2398
E01006997,RVY,2397
E01030382,RVR,2397
E01009008,RR1,2397
E01008254,RR7,2397
E01022800,RHU,2397
E01021959,RAJ,2397
E01003669,R1H,2397
E01030296,RAX,2397
E01029738,RJE,2397
E01014494,RVJ,2397
E01021323,RDD,2397
E01000857,RAL,2397
E01028939,RXW,2396
E01012127,RTR,2396
E01015946,RDD,2396
E01027561,RCF,2396
E01001795,RQX,2396
E01028689,RTH,2396
E01024181,RN7,2396
E01012182,RTR,2396
E01005421,RW6,2396
E01025517,RVY,2396
E01025396,RXR,2396
E01008178,RR7,2396
E01018395,RJN,2396
E01032658,RK9,2396
E01007148,RBL,2395
E01009253,RRK,2395
E01031283,RJC,2395
E01006154,R0A,2395
E01000469,RJ2,2395
E01022288,RTE,2395
E01020900,RXP,2395
E01011738,RR8,2395
E01007541,RP5,2395
E01007285,RBL,2395
E01018685,RJR,2395
E01021859,RQW,2395
E01031152,RKB,2395
E01022510,RN5,2395
E01015912,RAJ,2394
E01014880,RVJ,2394
E01016613,RHW,2394
E01030825,RTP,2394
E01012813,RWA,2394
E01005906,RWJ,2394
E01017343,R1F,2394
E01011233,RWY,2394
E01011314,RR8,2394
E01021115,RXC,2394
E01007528,RP5,2394
E01004894,RMC,2394
E01026191,RWD,2394
E01018906,REF,2394
E01031910,RD1,2394
E01001549,RAL,2394
E01013153,RJL,2394
E01030810,RDU,2393
E01010829,RAE,2393
E01030595,RTP,2393
E01006040,RMP,2393
E01019302,RNL,2393
E01027212,RNS,2393
E01016815,RD8,2393
E01014054,RLQ,2393
E01029319,RBA,2393
E01014209,RXW,2393
E01022592,RHU,2393
E01030128,RGR,2393
E01015186,RA9,2393
E01000386,RJZ,2393
E01019104,RNL,2393
E01008245,RR7,2392
E01012426,RBN,2392
E01001832,RQX,2392
E01004857,RMC,2392
E01020992,RXC,2392
E01022717,RHM,2392
E01028541,RTH,2392
E01030107,RGT,2392
E01011768,RXF,2392
E01011857,RXF,2392
E01010247,RBK,2391
E01021930,RAJ,2391
E01006067,RMP,2391
E01004832,RMC,2391
E01021699,RDE,2391
E01027152,RNS,2391
E01020853,RXP,2391
E01024867,RXR,2391
E01019779,RFS,2391
E01007700,RFR,2391
E01011191,RWY,2391
E01016172,RPA,2391
E01031726,RXH,2390
E01018679,RBT,2390
E01011991,RVW,2390
E01031613,RYR,2390
E01009222,RR1,2390
E01007668,RFR,2390
E01000401,RJ2,2390
E01029643,RL4,2390
E01025562,RXL,2390
E01014106,RXW,2390
E01014266,RJE,2390
E01014531,RA7,2390
E01029674,RNA,2390
E01009468,RR1,2389
E01028144,RX1,2389
E01014954,RVJ,2389
E01022309,RTE,2389
E01021933,RAJ,2389
E01017825,RDU,2389
E01010124,RR1,2389
E01020908,RXP,2389
E01022998,RHM,2389
E01012249,RVW,2389
