LSOA11,PROCODE3,EVENT_COUNT
E01005219,R0A,4737
E01000889,RAL,4737
E01008809,RLN,4737
E01015252,RA9,4735
E01030139,RGR,4735
E01018826,REF,4735
E01018235,RGT,4735
E01012931,RCB,4734
E01017548,RC1,4734
E01024388,RWF,4733
E01027897,RCB,4733
E01007991,RHQ,4733
E01019370,RTX,4732
E01019005,REF,4731
E01006900,RBN,4731
E01018566,RJR,4730
E01021682,RDE,4729
E01003531,R1H,4728
E01027596,RCB,4727
E01019894,RH8,4727
E01027180,RNS,4727
E01005237,R0A,4727
E01008913,RXK,4727
E01026686,RCX,4727
E01030025,RGQ,4726
E01004614,RJ7,4725
E01020058,RH8,4725
E01028714,RTH,4725
E01030384,RVR,4724
E01030022,RGQ,4724
E01007830,RHQ,4723
E01008433,RTD,4722
E01017329,R1F,4721
E01008128,RHQ,4721
E01003109,RJ1,4720
E01028435,RTH,4720
E01008234,RR7,4720
E01018297,RGT,4719
E01027911,RCB,4718
E01031188,RJC,4718
E01008392,RTD,4716
E01031782,RYR,4716
E01026662,RCX,4716
E01006502,RBN,4716
E01029874,RGQ,4715
E01027790,RCB,4713
E01008031,RHQ,4712
E01027601,RCB,4711
E01018338,RJR,4711
E01003111,RJ1,4710
E01002803,RRV,4710
E01030720,RTK,4709
E01019954,RH8,4708
E01031459,RYR,4708
E01018057,RGT,4708
E01000898,RAL,4708
E01009751,RNA,4707
E01027806,RCB,4707
E01030172,RGQ,4707
E01009192,RR1,4705
E01000215,RAL,4705
E01010440,RL4,4705
E01008122,RHQ,4705
E01004111,RVR,4704
E01008124,RHQ,4704
E01014146,RXW,4704
E01031235,RJC,4703
E01010552,RL4,4703
E01029881,RGR,4702
E01029194,RBA,4702
E01002267,RF4,4700
E01013429,RCB,4700
E01006207,R0A,4700
E01010562,RL4,4696
E01007901,RHQ,4696
E01002568,RQM,4695
E01017999,RGT,4694
E01024701,RVV,4693
E01028621,RTH,4693
E01004253,R1H,4693
E01013399,RCB,4693
E01012064,RTR,4691
E01024296,RN7,4691
E01027950,RK5,4691
E01031227,RJC,4690
E01003517,R1H,4690
E01004675,RYJ,4689
E01016847,RD8,4689
E01032295,RWP,4689
E01020060,RH8,4688
E01023655,RGT,4688
E01005280,R0A,4686
E01030191,RGQ,4685
E01003961,RJ1,4685
E01012851,RWA,4684
E01030658,RTK,4683
E01008089,RHQ,4681
E01004056,RJ1,4681
E01032450,RWP,4679
E01028441,RTH,4679
E01019387,RTX,4678
E01008810,RLN,4678
E01004170,RVR,4677
E01029979,RGQ,4676
E01028432,RTH,4676
E01030005,RGQ,4676
E01029451,RJF,4676
E01031195,RJC,4675
E01008150,RHQ,4674
E01018809,REF,4673
E01009703,RKB,4673
E01019390,RTX,4673
E01018552,RJR,4670
E01027782,RCB,4669
E01030393,RVR,4668
E01003619,R1H,4667
E01030607,RVR,4667
E01029262,RBA,4667
E01013487,RTG,4667
E01005179,R0A,4665
E01008453,RTD,4665
E01028569,RTH,4664
E01010435,RL4,4663
E01026202,RWD,4661
E01007823,RHQ,4661
E01023142,RDU,4659
E01026822,RM1,4658
E01030377,RVR,4658
E01030073,RGQ,4658
E01018853,REF,4658
E01002080,RAP,4658
E01008102,RHQ,4657
E01003571,R1H,4656
E01005266,R0A,4655
E01019956,RH8,4655
E01030790,RDU,4654
E01029995,RGQ,4653
E01000866,RRV,4653
E01009672,RKB,4652
E01007997,RHQ,4651
E01020787,RLN,4651
E01008759,RLN,4651
E01018910,REF,4651
E01033562,RRK,4651
E01008010,RHQ,4650
E01021380,RQ8,4649
E01032233,RWP,4648
E01008700,RLN,4648
E01030973,RTK,4648
E01000142,RAL,4648
E01008081,RHQ,4646
E01003922,RJZ,4645
E01020170,RA9,4645
E01019213,RNL,4644
E01010460,RL4,4644
E01014156,RXW,4644
E01006944,RVY,4644
E01004601,RJ7,4643
E01009839,RNA,4642
E01029152,RBA,4641
E01024580,RPA,4641
E01031248,RJC,4640
E01027847,RCB,4640
E01013440,RCB,4639
E01016848,RD8,4639
E01032761,RHW,4639
E01028708,RTH,4638
E01026770,RM1,4638
E01016765,RD8,4637
E01007917,RHQ,4636
E01008581,RTD,4636
E01012855,RWA,4636
E01006358,RRF,4635
E01023253,RN5,4635
E01005090,R0A,4635
E01016477,RDU,4635
E01013566,RTG,4634
E01030216,RGQ,4632
E01008044,RHQ,4632
E01003987,RJ1,4631
E01018012,RGT,4631
E01014340,RJE,4631
E01008391,RTD,4631
E01022082,RGT,4630
E01029108,RBA,4630
E01023398,RWG,4629
E01018364,RJR,4629
E01019907,RH8,4629
E01006779,RQ6,4628
E01030027,RGQ,4626
E01014236,RJE,4625
E01030153,RGQ,4625
E01018248,RGT,4624
E01029913,RGR,4623
E01026210,RWD,4623
E01031488,RYR,4623
E01028552,RTH,4622
E01030007,RGQ,4622
E01032551,RFF,4622
E01020282,RBZ,4622
E01008709,RLN,4621
E01020063,RH8,4619
E01003516,R1H,4618
E01004615,RJ7,4617
E01020043,RH8,4616
E01023833,RWG,4616
E01000245,RAL,4615
E01020087,RBZ,4615
E01007927,RHQ,4614
E01033231,RXR,4614
E01029426,RJF,4614
E01005126,R0A,4614
E01030655,RTK,4613
E01016738,RD8,4613
E01031401,RYR,4613
E01004167,RVR,4612
E01032359,RWP,4612
E01030744,RTK,4610
E01017182,RHM,4610
E01026737,RM1,4609
E01026098,RWD,4609
E01020120,RBZ,4607
E01000323,RAL,4606
E01024676,RVV,4606
E01026006,RWD,4605
E01007957,RHQ,4604
E01020127,RBZ,4604
E01031805,RYR,4604
E01032094,RD1,4603
E01003452,RVR,4602
E01007979,RHQ,4602
E01005315,R0A,4601
E01008126,RHQ,4601
E01033049,RGR,4600
E01029917,RGR,4599
E01009718,RKB,4598
E01022945,RHU,4598
E01018309,RJR,4598
E01007958,RHQ,4596
E01033239,R1F,4596
E01007924,RHQ,4596
E01026894,RM1,4596
E01018713,RBT,4595
E01003367,RJ7,4595
E01020202,RA9,4595
E01008125,RHQ,4594
E01005088,R0A,4593
E01029330,RBA,4592
E01007988,RHQ,4592
E01003512,R1H,4592
E01008370,RTD,4591
E01023199,RHM,4591
E01008785,RLN,4590
E01019909,RH8,4590
E01027862,RCB,4589
E01022515,RN5,4589
E01008145,RHQ,4589
E01008331,RTD,4587
E01004674,RYJ,4586
E01016961,RXH,4585
E01016549,RDU,4584
E01012458,RWW,4584
E01003770,RF4,4583
E01008218,RR7,4583
E01032084,RD1,4582
E01028341,RK5,4581
E01011775,RXF,4580
E01000290,RAL,4580
E01030028,RGQ,4580
E01019392,RTX,4580
E01013410,RCB,4580
E01002969,RAX,4580
E01007990,RHQ,4579
E01008084,RHQ,4579
E01008154,RHQ,4579
E01028476,RTH,4578
E01013990,RLQ,4578
E01030659,RTK,4577
E01004223,R1H,4577
E01006662,REM,4577
E01032858,RDU,4577
E01013694,RWE,4577
E01013364,RCB,4576
E01020121,RBZ,4575
E01029270,RBA,4575
E01024217,RVV,4575
E01020327,RH8,4574
E01026916,RM1,4574
E01008316,RTD,4574
E01027873,RCB,4574
E01019214,RNL,4573
E01008740,RLN,4573
E01001012,RJ6,4573
E01006464,RBN,4573
E01012384,RWW,4572
E01011349,RR8,4571
E01018029,RGT,4571
E01004145,RVR,4570
E01014691,RVJ,4570
E01027843,RCB,4570
E01008320,RTD,4570
E01008077,RHQ,4570
E01004016,RJZ,4569
E01023914,RWH,4569
E01008763,RLN,4568
E01029976,RGQ,4567
E01029984,RGQ,4567
E01030705,RTK,4567
E01008255,RR7,4566
E01010178,RR1,4566
E01031324,RJC,4566
E01030755,RTK,4565
E01019799,RFS,4565
E01027669,RCD,4565
E01005952,RMP,4564
E01019938,RH8,4564
E01030385,RVR,4564
E01012393,RBN,4564
E01030008,RGQ,4563
E01020131,RBZ,4563
E01027279,RNS,4563
E01014425,RD1,4562
E01026016,RWD,4562
E01029900,RGR,4562
E01019388,RTX,4562
E01008447,RTD,4561
E01012374,RBN,4561
E01010060,RXK,4561
E01018376,RJR,4560
E01000109,RF4,4560
E01001238,RYJ,4560
E01026786,RM1,4559
E01004523,RJ7,4559
E01009328,RR1,4558
E01005238,R0A,4558
E01013653,RWE,4557
E01003502,R1H,4555
E01010548,RL4,4555
E01008429,RTD,4554
E01004144,RVR,4553
E01009152,RXK,4553
E01020048,RH8,4553
E01023616,RWH,4553
E01013529,RTG,4553
E01029525,RJF,4552
E01024535,RVV,4552
E01005289,R0A,4551
E01008339,RTD,4551
E01008458,RTD,4550
E01028518,RTH,4550
E01008743,RLN,4549
E01032840,RN5,4549
E01003632,R1H,4548
E01008764,RLN,4548
E01029946,RGR,4547
E01006907,RBN,4547
E01009488,RR1,4547
E01009215,RRK,4546
E01009912,RNA,4546
E01027976,RK5,4545
E01033131,RGQ,4544
E01026029,RWD,4544
E01007939,RHQ,4543
E01008428,RTD,4543
E01008431,RTD,4543
E01020084,RBZ,4543
E01008109,RHQ,4542
E01030124,RGR,4542
E01032404,RWP,4542
E01008788,RLN,4541
E01007828,RHQ,4540
E01024657,RVV,4538
E01018311,RJR,4538
E01032837,RXH,4538
E01008802,RLN,4537
E01028371,RX1,4537
E01009955,RNA,4537
E01002034,RAP,4537
E01029302,RBA,4536
E01016512,RDU,4535
E01008088,RHQ,4534
E01008734,RLN,4533
E01030984,RTK,4532
E01008779,RLN,4532
E01009267,RXK,4532
E01010488,RL4,4531
E01032087,RD1,4531
E01030026,RGQ,4531
E01000099,RF4,4530
E01008068,RHQ,4529
E01032062,RD1,4529
E01026337,RGN,4529
E01033581,R1H,4529
E01020540,RBD,4529
E01002325,RF4,4528
E01022897,RDU,4528
E01016869,RXH,4527
E01006678,RQ6,4527
E01008267,RR7,4527
E01016671,RHW,4527
E01027101,RNQ,4527
E01018374,RJR,4526
E01008704,RLN,4525
E01013617,RWE,4525
E01004023,RJ1,4524
E01016863,RXH,4524
E01020293,RBZ,4524
E01008042,RHQ,4523
E01005120,R0A,4523
E01008793,RLN,4521
E01018541,RJR,4521
E01008792,RLN,4521
E01026066,RWD,4521
E01008083,RHQ,4520
E01031790,RYR,4520
E01004530,RJ7,4519
E01029980,RGQ,4519
E01028178,RX1,4519
E01002906,RYJ,4519
E01003523,R1H,4518
E01023941,RWH,4518
E01008450,RTD,4518
E01015208,RA9,4518
E01018354,RJR,4518
E01027853,RCB,4518
E01009758,RNA,4518
E01031174,RKB,4517
E01014026,RLQ,4515
E01030766,RDU,4515
E01003557,R1H,4514
E01008430,RTD,4513
E01029256,RBA,4513
E01027882,RCB,4513
E01013061,RCB,4513
E01019384,RTX,4511
E01008060,RHQ,4510
E01007919,RHQ,4510
E01028512,RTH,4510
E01003569,R1H,4509
E01006899,RBN,4509
E01001758,RQX,4509
E01008448,RTD,4509
E01001243,RYJ,4509
E01009475,RR1,4509
E01021406,RGR,4508
E01023281,RN5,4507
E01013341,RCB,4507
E01030042,RGQ,4507
E01000161,RAL,4506
E01007920,RHQ,4506
E01010056,RXK,4506
E01009951,RXK,4506
E01023537,RAL,4505
E01024130,RVV,4505
E01029969,RGQ,4505
E01008701,RLN,4505
E01013422,RCB,4504
E01030218,RGQ,4504
E01017008,RXH,4504
E01030051,RGR,4503
E01022848,RDU,4503
E01010994,RWY,4503
E01004062,RJZ,4503
E01007899,RHQ,4502
E01009878,RNA,4502
E01016746,RD8,4502
E01010001,RXK,4502
E01030664,RTK,4501
E01012027,RTR,4501
E01009822,RNA,4500
E01003538,R1H,4499
E01027618,RTR,4499
E01013542,RTG,4499
E01031709,RXH,4498
E01020742,RLN,4498
E01008325,RTD,4498
E01003605,R1H,4498
E01004493,RJ7,4497
E01005074,R0A,4497
E01030793,RDU,4496
E01007463,RFF,4496
E01025121,RTX,4495
E01007879,RHQ,4495
E01005201,R0A,4495
E01018033,RGT,4495
E01019394,RTX,4495
E01008019,RHQ,4494
E01008130,RHQ,4494
E01016490,RDU,4493
E01013339,RCB,4492
E01006206,R0A,4492
E01031461,RYR,4492
E01026925,RM1,4491
E01019890,RH8,4491
E01032642,RA4,4491
E01029570,RJE,4491
E01008353,RTD,4490
E01013861,RX1,4489
E01013345,RCB,4489
E01014212,RJE,4489
E01003950,RJZ,4488
E01009884,RNA,4487
E01003562,R1H,4486
E01008025,RHQ,4485
E01006091,R0A,4484
E01005239,R0A,4483
E01003587,R1H,4483
E01009906,RNA,4483
E01031342,RYR,4483
E01022853,RDU,4483
E01022890,RDU,4482
E01008449,RTD,4482
E01001730,RQX,4482
E01007847,RHQ,4482
E01024261,RN7,4481
E01032554,RTH,4481
E01003979,RJ1,4481
E01015041,RK9,4480
E01029336,RBA,4480
E01016741,RD8,4479
E01002709,RRV,4479
E01004141,RVR,4479
E01033631,RRK,4479
E01006460,RBN,4479
E01023973,RVV,4479
E01031318,RJC,4479
E01030066,RGR,4478
E01014033,RLQ,4478
E01028243,RK5,4476
E01018527,RJR,4476
E01032083,RD1,4475
E01020554,RBD,4474
E01029745,RJE,4474
E01009740,RNA,4474
E01005272,R0A,4473
E01027288,RTH,4473
E01008281,RR7,4473
E01018351,RJR,4472
E01027872,RCB,4472
E01019911,RH8,4471
E01010049,RXK,4471
E01008223,RR7,4471
E01008144,RHQ,4470
E01029635,RL4,4470
E01008717,RLN,4470
E01023111,RDU,4470
E01010018,RXK,4470
E01016898,RXH,4469
E01029436,RJF,4469
E01003966,RJ1,4468
E01002964,RAX,4467
E01019889,RH8,4466
E01023104,RDU,4465
E01030176,RGQ,4465
E01010098,RXK,4465
E01003976,RJ1,4464
E01032461,RWP,4464
E01030649,RTK,4463
E01023136,RDU,4463
E01026872,RM1,4463
E01031505,RYR,4463
E01031464,RYR,4462
E01006844,RBN,4462
E01002281,RF4,4462
E01033280,RHQ,4461
E01004152,RVR,4461
E01013396,RCB,4461
E01026647,RCX,4460
E01024325,RWF,4460
E01005089,R0A,4460
E01026392,RWD,4460
E01012934,RCB,4460
E01002664,RQM,4459
E01002247,RF4,4459
E01020137,RBZ,4458
E01002293,RF4,4458
E01007951,RHQ,4458
E01000015,RF4,4458
E01030395,RVR,4457
E01004018,RJZ,4457
E01028943,RXW,4456
E01019895,RH8,4455
E01003543,R1H,4455
E01012732,RXL,4455
E01002369,RF4,4455
E01029160,RA4,4455
E01007861,RHQ,4455
E01026232,RWD,4454
E01027223,RNS,4454
E01030733,RTK,4454
E01000949,RRV,4453
E01004519,RJ7,4453
E01002313,RF4,4453
E01018914,REF,4452
E01023120,RDU,4452
E01008257,RR7,4452
E01026118,RWD,4452
E01006847,RBN,4451
E01018273,RGT,4451
E01013600,RWE,4450
E01011490,RR8,4450
E01008259,RR7,4449
E01005070,R0A,4449
E01010453,RL4,4449
E01008340,RTD,4448
E01025001,RXL,4447
E01005297,R0A,4447
E01018366,RJR,4446
E01025016,RXL,4446
E01004008,RJZ,4446
E01002773,RKE,4446
E01018265,RGT,4445
E01005112,R0A,4445
E01016456,RDU,4444
E01024678,RVV,4444
E01030652,RTK,4444
E01013378,RCB,4442
E01024247,RVV,4442
E01006455,REM,4442
E01003106,RJ1,4441
E01019000,REF,4441
E01031756,RXH,4441
E01016556,RDU,4440
E01025170,RTX,4440
E01004524,RJ7,4440
E01004128,RVR,4440
E01008295,RTD,4439
E01003977,RJ1,4439
E01009579,RKB,4439
E01031490,RYR,4439
E01013449,RCB,4439
E01005270,R0A,4439
E01031825,RYR,4439
E01013446,RCB,4439
E01027216,RNS,4438
E01029243,RA4,4438
E01020301,RBZ,4437
E01013452,RCB,4436
E01001118,RJ6,4436
E01007825,RHQ,4436
E01000901,RAL,4436
E01018233,RGT,4436
E01014061,RLQ,4436
E01004525,RJ7,4435
E01008711,RLN,4435
E01019883,RJF,4435
E01005082,R0A,4434
E01028520,RTH,4434
E01018280,RGT,4434
E01030553,RVR,4433
E01005140,RW6,4433
E01033207,RJ1,4433
E01008823,RLN,4433
E01030743,RTK,4432
E01019369,RTX,4432
E01022097,RGT,4432
E01026301,RGN,4431
E01006692,RQ6,4431
E01007327,RFF,4431
E01026865,RM1,4430
E01030677,RTK,4430
E01008174,RR7,4430
E01029303,RBA,4430
E01010462,RL4,4430
E01008784,RLN,4430
E01029408,RJF,4430
E01005282,R0A,4429
E01019377,RTX,4429
E01024675,RVV,4429
E01027809,RCB,4429
E01027893,RCB,4428
E01010513,RL4,4428
E01028516,RTH,4427
E01009745,RNA,4427
E01013405,RCB,4427
E01004105,RVR,4426
E01027664,RCD,4424
E01020797,RXP,4423
E01016521,RDU,4423
E01010053,RXK,4423
E01014411,RD1,4423
E01018996,REF,4421
E01001487,RAP,4421
E01009885,RNA,4421
E01010561,RL4,4420
E01015158,RK9,4420
E01003953,RJZ,4420
E01008469,RTD,4420
E01031004,RTK,4420
E01005061,R0A,4419
E01030786,RDU,4419
E01003525,R1H,4419
E01018308,RJR,4419
E01023656,RGT,4418
E01032434,RWP,4418
E01019341,RTX,4418
E01018817,REF,4417
E01019888,RH8,4417
E01006142,R0A,4416
E01018860,REF,4416
E01003491,R1H,4415
E01026035,RWD,4415
E01000251,RAL,4414
E01017967,RGT,4414
E01008053,RHQ,4414
E01024717,RWF,4413
E01030044,RGQ,4412
E01006114,R0A,4412
E01004617,RJ7,4412
E01002731,RKE,4412
E01013430,RCB,4412
E01023541,RAL,4412
E01003475,RJ7,4412
E01031761,RXH,4411
E01015239,RA9,4411
E01033074,RE9,4411
E01009270,RXK,4410
E01017958,RGT,4410
E01011130,RXF,4410
E01024488,RVV,4410
E01011346,RR8,4409
E01031829,RYR,4409
E01010464,RL4,4409
E01007856,RHQ,4409
E01024658,RVV,4409
E01020561,RBD,4407
E01006189,R0A,4407
E01010565,RL4,4407
E01019346,RTX,4406
E01019364,RTX,4406
E01013371,RCB,4406
E01025878,RWE,4406
E01013571,RTG,4406
E01025568,RXL,4405
E01027796,RCB,4405
E01019922,RH8,4405
E01029742,RJE,4404
E01006509,REM,4404
E01004181,RVR,4402
E01020014,RH8,4401
E01018223,RGT,4400
E01013391,RCB,4400
E01032102,RD1,4399
E01030656,RTK,4397
E01018557,RJR,4397
E01008336,RTD,4397
E01026902,RM1,4397
E01028557,RTH,4397
E01009361,RXK,4397
E01029556,RJE,4396
E01006386,RRF,4396
E01024254,RVV,4394
E01008839,RLN,4393
E01020773,RLN,4393
E01008347,RTD,4393
E01027257,RNS,4392
E01016442,RHW,4392
E01009359,RXK,4392
E01025925,RTG,4392
E01008148,RHQ,4391
E01013920,RX1,4391
E01009942,RXK,4390
E01007877,RHQ,4390
E01003929,RJ1,4389
E01009446,RR1,4389
E01013434,RCB,4389
E01028941,RXW,4389
E01018878,REF,4389
E01008153,RHQ,4388
E01006217,RRF,4388
E01027814,RCB,4388
E01018915,REF,4388
E01027895,RCB,4387
E01026020,RWD,4386
E01019368,RTX,4386
E01024140,RN7,4386
E01027856,RCB,4386
E01008407,RTD,4385
E01027904,RCB,4384
E01005215,R0A,4383
E01026741,RM1,4383
E01021110,RXC,4383
E01005086,R0A,4383
E01021064,RXH,4382
E01003564,R1H,4382
E01023107,RDU,4381
E01015654,RGN,4380
E01007950,RHQ,4380
E01005065,R0A,4380
E01008290,RTD,4380
E01004165,RVR,4379
E01000243,RAL,4379
E01014379,RD1,4379
E01020295,RBZ,4379
E01013479,RTG,4378
E01025259,RXN,4378
E01013859,RX1,4377
E01003110,RJ1,4377
E01007933,RHQ,4377
E01011510,RR8,4377
E01028575,RTH,4377
E01000226,RAL,4377
E01018565,RJR,4377
E01008129,RHQ,4377
E01001202,RYJ,4377
E01006448,REM,4376
E01026778,RM1,4376
E01030402,RVR,4375
E01018295,RGT,4375
E01018244,RGT,4375
E01022627,RN5,4375
E01026153,RWD,4374
E01008072,RHQ,4374
E01002684,RQM,4374
E01006693,RQ6,4373
E01028319,RK5,4373
E01025029,RXL,4372
E01010450,RL4,4372
E01004283,R1H,4371
E01005265,R0A,4370
E01032899,RJF,4370
E01024363,RWF,4370
E01002276,RF4,4370
E01004719,RYJ,4370
E01006150,R0A,4369
E01019013,REF,4368
E01009748,RNA,4368
E01005125,R0A,4368
E01027902,RCB,4367
E01012011,RTR,4367
E01022550,RN5,4367
E01030782,RDU,4366
E01014007,RLQ,4365
E01008196,RR7,4365
E01016814,RD8,4365
E01019355,RTX,4365
E01017665,RXQ,4364
E01005218,R0A,4363
E01020096,RBZ,4362
E01019280,RNL,4362
E01018529,RJR,4362
E01030609,RVR,4362
E01013695,RWE,4361
E01003015,RJ1,4360
E01022468,RN5,4360
E01013359,RCB,4360
E01004110,RVR,4359
E01033763,RQ6,4359
E01013500,RTG,4359
E01032641,RBD,4358
E01009274,RXK,4358
E01031787,RYR,4357
E01019965,RH8,4357
E01024191,RVV,4356
E01022076,RGT,4356
E01010020,RXK,4355
E01020551,RBD,4355
E01007946,RHQ,4355
E01030317,RTK,4354
E01022420,RTE,4354
E01004140,RVR,4354
E01008828,RLN,4353
E01002310,RF4,4353
E01019161,RTX,4353
E01008161,RHQ,4353
E01003532,R1H,4353
E01016958,RXH,4353
E01032763,RHW,4353
E01026800,RM1,4352
E01008016,RHQ,4352
E01029594,RJE,4352
E01030971,RTK,4352
E01012407,RWW,4351
E01018009,RGT,4351
E01024094,RVV,4351
E01017034,RHU,4350
E01024405,RWF,4349
E01027595,RCB,4349
E01027844,RCB,4349
E01028720,RTH,4349
E01022040,RDE,4349
E01020498,RBD,4348
E01005072,R0A,4348
E01019953,RH8,4348
E01024389,RWF,4348
E01026397,RWD,4347
E01000114,RF4,4347
E01019396,RTX,4347
E01026209,RWD,4346
E01008318,RTD,4345
E01027819,RCB,4345
E01019357,RTX,4345
E01026226,RWD,4345
E01031363,RYR,4344
E01011908,RXF,4344
E01015841,RAJ,4344
E01007977,RHQ,4344
E01030739,RTK,4344
E01020897,RXP,4343
E01016511,RDU,4343
E01004019,RJZ,4342
E01026093,RWD,4342
E01027972,RK5,4341
E01030592,RVR,4341
E01008436,RTD,4340
E01016877,RXH,4339
E01013342,RCB,4339
E01009121,RR1,4338
E01003093,RJ1,4337
E01003915,RJZ,4337
E01023789,RWH,4337
E01007973,RHQ,4336
E01024185,RN7,4335
E01028148,RX1,4335
E01030359,RTK,4335
E01025576,RXL,4334
E01020070,RH8,4334
E01019003,REF,4334
E01027998,RK5,4334
E01021872,RQW,4333
E01008850,RLN,4333
E01029325,RBA,4333
E01000958,RRV,4333
E01003602,R1H,4332
E01013768,RWE,4332
E01027896,RCB,4331
E01018242,RGT,4331
E01013568,RTG,4331
E01028283,RK5,4331
E01018316,RJR,4331
E01008752,RLN,4331
E01029912,RGR,4331
E01003352,RJ2,4330
E01010524,RL4,4330
E01020552,RBD,4329
E01005758,RWJ,4329
E01005084,R0A,4329
E01001729,RQX,4328
E01004088,RVR,4328
E01006877,RBN,4328
E01027929,RX1,4327
E01008744,RLN,4327
E01030647,RTK,4326
E01028433,RTH,4326
E01029472,RJF,4326
E01005075,R0A,4325
E01006833,RBN,4324
E01020057,RH8,4323
E01029977,RGQ,4323
E01007836,RHQ,4322
E01016461,RDU,4322
E01009826,RNA,4322
E01030412,RVR,4322
E01003955,RJZ,4322
E01022435,RTE,4321
E01024163,RN7,4321
E01003556,R1H,4320
E01033542,RXF,4319
E01028567,RTH,4318
E01004319,R1H,4318
E01008974,RRK,4317
E01019983,RH8,4317
E01008833,RLN,4317
E01030697,RTK,4317
E01005182,R0A,4317
E01012383,RWW,4316
E01007954,RHQ,4316
E01003398,RJ7,4316
E01019145,RTX,4316
E01002974,RAX,4315
E01006560,RQ6,4315
E01022847,RDU,4315
E01004321,R1H,4315
E01022481,RN5,4315
E01027915,RCB,4314
E01000230,RAL,4314
E01004130,RVR,4314
E01030281,RGP,4314
E01007959,RHQ,4314
E01006090,R0A,4313
E01030056,RGR,4313
E01004067,RJZ,4313
E01016754,RD8,4313
E01013637,RWE,4312
E01032798,RPA,4311
E01030704,RTK,4311
E01021278,RDD,4311
E01033123,RGQ,4310
E01032830,RWF,4310
E01006903,RBN,4310
E01006786,REM,4309
E01019299,RTX,4309
E01020504,RBD,4309
E01031232,RJC,4309
E01026509,RM1,4308
E01003932,RJ1,4308
E01003388,RJ7,4308
E01014267,RJE,4308
E01003533,R1H,4308
E01024155,RN7,4308
E01013494,RTG,4307
E01022412,RTE,4307
E01010063,RXK,4307
E01032479,RWP,4307
E01029284,RBA,4307
E01003500,R1H,4306
E01013447,RCB,4306
E01000060,RF4,4306
E01008288,RTD,4305
E01010226,RR1,4305
E01024179,RN7,4303
E01020784,RLN,4303
E01025245,RXN,4303
E01027206,RNS,4302
E01025874,RWE,4302
E01025785,RWE,4301
E01025876,RWE,4301
E01004285,R1H,4300
E01021989,RDE,4300
E01008057,RHQ,4300
E01029435,RJF,4300
E01003493,R1H,4300
E01020297,RBZ,4299
E01020304,RBZ,4299
E01027860,RCB,4299
E01029982,RGQ,4298
E01020242,RH8,4298
E01016874,RXH,4298
E01013054,RCB,4298
E01003488,R1H,4297
E01029321,RBA,4296
E01008055,RHQ,4296
E01020329,RH8,4296
E01016756,RD8,4296
E01031356,RYR,4295
E01006459,RBN,4295
E01010412,RL4,4295
E01030703,RTK,4295
E01020122,RBZ,4295
E01005068,R0A,4295
E01027908,RCB,4294
E01031815,RYR,4294
E01014259,RJE,4293
E01026097,RWD,4292
E01010458,RL4,4292
E01008321,RTD,4291
E01013394,RCB,4291
E01013053,RCB,4290
E01026541,RM1,4290
E01004163,RVR,4290
E01021500,RAJ,4289
E01010427,RL4,4289
E01008386,RTD,4289
E01012565,RWW,4289
E01007338,RFF,4289
E01027805,RCB,4288
E01009306,RR1,4288
E01006185,R0A,4288
E01029960,RGQ,4288
E01027874,RCB,4288
E01002729,RRV,4287
E01020241,RH8,4287
E01031728,RXH,4286
E01029983,RGQ,4286
E01024489,RVV,4285
E01027791,RCB,4284
E01031331,RJC,4284
E01033632,RR1,4283
E01029274,RBA,4283
E01008043,RHQ,4282
E01030049,RGR,4282
E01028556,RTH,4282
E01021066,RXH,4282
E01013674,RWE,4282
E01026104,RWD,4282
E01012165,RTR,4281
E01027807,RCB,4281
E01003359,RJ7,4281
E01010103,RXK,4281
E01000098,RF4,4280
E01024541,RVV,4280
E01000956,RRV,4280
E01020566,RBD,4279
E01030161,RGQ,4279
E01008131,RHQ,4278
E01008742,RLN,4277
E01030077,RGQ,4277
E01030701,RTK,4277
E01004116,RVR,4277
E01031918,RD1,4276
E01004755,RYJ,4276
E01024539,RVV,4275
E01029090,RBA,4275
E01021990,RDE,4274
E01030208,RGQ,4273
E01028983,RXW,4273
E01023538,RAL,4273
E01031774,RXH,4273
E01031196,RJC,4273
E01003405,RJ7,4272
E01005953,RMP,4272
E01009097,RR1,4272
E01030648,RTK,4271
E01030803,RDU,4271
E01002770,RKE,4271
E01004125,RVR,4270
E01006518,RQ6,4270
E01026797,RM1,4270
E01026722,RCX,4270
E01019360,RTX,4270
E01001839,RQX,4270
E01017947,RGT,4270
E01030561,RVR,4270
E01029250,RA4,4270
E01032795,RGT,4269
E01030020,RGQ,4269
E01002370,RF4,4269
E01007992,RHQ,4269
E01008073,RHQ,4269
E01003630,R1H,4268
E01001930,RYJ,4268
E01001943,RYJ,4268
E01013416,RCB,4268
E01003663,RF4,4267
E01003933,RJ1,4267
E01029879,RGQ,4267
E01016452,RDU,4267
E01016076,RPA,4265
E01023144,RDU,4265
E01014302,RJE,4264
E01007862,RHQ,4263
E01026022,RWD,4263
E01018243,RGT,4263
E01010046,RXK,4262
E01026128,RWD,4262
E01000287,RAL,4262
E01016475,RDU,4262
E01005314,R0A,4262
E01012480,RWW,4261
E01000126,RAL,4261
E01018880,REF,4261
E01018372,RJR,4261
E01007894,RHQ,4261
E01022894,RDU,4261
E01005115,R0A,4261
E01009824,RNA,4260
E01010275,RBK,4260
E01033551,RTD,4259
E01010432,RL4,4259
